From Type,From Name,Edge,To Type,To Name,Weight
Precedents,Palace of Assembly (Legislative Assembly Building),has Attribute,Attribute,glazing,14
Precedents,Palace of Assembly (Legislative Assembly Building),has Principle,Principle,grid,5
Precedents,Palace of Assembly (Legislative Assembly Building),relates to,Sub-Aspects,Ordering Principle: Hierarchy,8
Precedents,Palace of Assembly (Legislative Assembly Building),relates to,Sub-Aspects,Circulation: Radial,9
Precedents,LEGO House,is designed by,Architect,Bjarke Ingels Group,12
Precedents,LEGO House,is designed/built in,Year,2017,9
Precedents,LEGO House,is located in,Location,Denmark,5
Precedents,LEGO House,has Style,Style,Contemporary,12
Precedents,LEGO House,serves as a ,Programme,Museum,9
Precedents,LEGO House,is built using,Material,Concrete,11
Precedents,LEGO House,has Attribute,Attribute,overlapping blocks,14
Precedents,LEGO House,has Attribute,Attribute,urban cave,5
Precedents,LEGO House,has Attribute,Attribute,wayfinding,6
Precedents,LEGO House,has Attribute,Attribute,skylight,13
Precedents,LEGO House,has Attribute,Attribute,360 panoramic views,8
Precedents,LEGO House,has Attribute,Attribute,multi-purposed stairs,15
Precedents,LEGO House,has Attribute,Attribute,scale,7
Precedents,LEGO House,relates to,Sub-Aspects,Operation: Stack,10
Precedents,Library of Mount Angel,is designed by,Architect,Alvar Aalto,14
Precedents,Library of Mount Angel,is designed/built in,Year,1970,12
Precedents,Library of Mount Angel,is located in,Location,United States,8
Precedents,Library of Mount Angel,has Style,Style,Modern,14
Precedents,Library of Mount Angel,serves as a ,Programme,Library,8
Precedents,Library of Mount Angel,is built using,Material,Brick,8
Precedents,Library of Mount Angel,is built using,Material,Steel,11
Precedents,Library of Mount Angel,has Attribute,Attribute,courtyard,10
Precedents,Library of Mount Angel,has Attribute,Attribute,inner facade,9
Precedents,Library of Mount Angel,has Attribute,Attribute,natural light,12
Precedents,Library of Mount Angel,has Attribute,Attribute,atrium,14
Precedents,Library of Mount Angel,has Attribute,Attribute,circulation,10
Precedents,Library of Mount Angel,has Attribute,Attribute,brick,11
Precedents,Library of Mount Angel,has Attribute,Attribute,arc,5
Precedents,Library of Mount Angel,has Attribute,Attribute,light,5
Precedents,Library of Mount Angel,has Principle,Principle,structural expression,14
Precedents,Library of Mount Angel,relates to,Sub-Aspects,Ordering Principle: Transformation,5
Precedents,Maison des Fondateurs,is designed by,Architect,Bjarke Ingels Group,6
Precedents,Maison des Fondateurs,is designed/built in,Year,2014,10
Precedents,Maison des Fondateurs,is located in,Location,Switzerland,6
Precedents,Maison des Fondateurs,has Style,Style,Deconstructivism,13
Precedents,Maison des Fondateurs,has Style,Style,Modern,8
Precedents,Maison des Fondateurs,serves as a ,Programme,Museum,9
Precedents,Maison des Fondateurs,serves as a ,Programme,Workspace,5
Precedents,Maison des Fondateurs,is built using,Material,Glass,11
Precedents,Maison des Fondateurs,is built using,Material,Steel,10
Precedents,Maison des Fondateurs,has Attribute,Attribute,spiral,6
Precedents,Maison des Fondateurs,has Attribute,Attribute,galleries,8
Precedents,Maison des Fondateurs,has Attribute,Attribute,linear,5
Precedents,Maison des Fondateurs,has Attribute,Attribute,workshops,13
Precedents,Maison des Fondateurs,has Attribute,Attribute,undulating,14
Precedents,Maison des Fondateurs,has Attribute,Attribute,light,11
Precedents,Maison des Fondateurs,has Attribute,Attribute,structural glass,9
Precedents,Maison des Fondateurs,has Attribute,Attribute,views,13
Precedents,Maison des Fondateurs,has Principle,Principle,narrative,14
Precedents,Maison des Fondateurs,has Principle,Principle,integration,14
Precedents,Maison des Fondateurs,relates to,Sub-Aspects,Circulation: Ramp,14
Precedents,Marika-Alderton House,is designed by,Architect,OZ. E. TECTURE,14
Precedents,Marika-Alderton House,is designed/built in,Year,1994,8
Precedents,Marika-Alderton House,is located in,Location,Australia,5
Precedents,Marika-Alderton House,has Style,Style,Vernacular,8
Precedents,Marika-Alderton House,serves as a ,Programme,Residence,8
Precedents,Marika-Alderton House,is built using,Material,Wood,7
Precedents,Marika-Alderton House,is built using,Material,Steel,13
Precedents,Marika-Alderton House,has Attribute,Attribute,pitched roof,10
Precedents,Marika-Alderton House,has Attribute,Attribute,operable skin,9
Precedents,Marika-Alderton House,has Attribute,Attribute,screen,8
Precedents,Marika-Alderton House,has Attribute,Attribute,shade,6
Precedents,Marika-Alderton House,has Attribute,Attribute,void,6
Precedents,Marika-Alderton House,has Attribute,Attribute,Monsoonal Tropical Climate,5
Precedents,Marika-Alderton House,has Attribute,Attribute,flooding,12
Precedents,Marika-Alderton House,has Attribute,Attribute,cyclones,13
Precedents,Marika-Alderton House,has Attribute,Attribute,wet summers,10
Precedents,Marika-Alderton House,has Attribute,Attribute,dry winters,8
Precedents,Marika-Alderton House,has Attribute,Attribute,beach,8
Precedents,Marika-Alderton House,has Attribute,Attribute,creek,6
Precedents,Marika-Alderton House,has Attribute,Attribute,lagoon,12
Precedents,Marika-Alderton House,has Principle,Principle,climatic,15
Precedents,Marika-Alderton House,has Principle,Principle,cultural,9
Precedents,Marika-Alderton House,has Principle,Principle,elemental,10
Precedents,Marika-Alderton House,has Principle,Principle,visual privacy,11
Precedents,Marika-Alderton House,relates to,Sub-Aspects,Site: Climate,11
Precedents,Marques de Riscal Hotel,is designed by,Architect,Frank Gehry,14
Precedents,Marques de Riscal Hotel,is designed/built in,Year,2006,12
Precedents,Marques de Riscal Hotel,is located in,Location,Spain,15
Precedents,Marques de Riscal Hotel,has Style,Style,Contemporary,13
Precedents,Marques de Riscal Hotel,serves as a ,Programme,Residence,11
Precedents,Marques de Riscal Hotel,is built using,Material,Titanium,15
Precedents,Marques de Riscal Hotel,is built using,Material,Steel,6
Precedents,Marques de Riscal Hotel,has Attribute,Attribute,flowing shapes,12
Precedents,Marques de Riscal Hotel,relates to,Sub-Aspects,Operation: Curve,8
Precedents,Monticello ,is designed by,Architect,Thomas Jefferson,11
Precedents,Monticello ,is designed/built in,Year,1772,5
Precedents,Monticello ,is located in,Location,United States,15
Precedents,Monticello ,has Style,Style,Neoclassicism,13
Precedents,Monticello ,serves as a ,Programme,Library,6
Precedents,Monticello ,is built using,Material,Wood,14
Precedents,Monticello ,is built using,Material,Brick,11
Precedents,Monticello ,has Attribute,Attribute,Doric entablature,10
Precedents,Monticello ,has Attribute,Attribute,extended portico,13
Precedents,Monticello ,has Attribute,Attribute,Doric columns,11
Precedents,Monticello ,has Attribute,Attribute,triangle pediment,12
Precedents,Monticello ,has Attribute,Attribute,octagonal drum,6
Precedents,Monticello ,has Attribute,Attribute,shallow dome,13
Precedents,Monticello ,has Attribute,Attribute,wooden balustrade,15
Precedents,Monticello ,has Principle,Principle,verticality,15
Precedents,Monticello ,relates to,Sub-Aspects,Ordering Principle: Symmetry,8
Precedents,Montreal Biosphere,is designed by,Architect,Buckminster Fuller,11
Precedents,Montreal Biosphere,is designed/built in,Year,1967,10
Precedents,Montreal Biosphere,is located in,Location,Canada,15
Precedents,Montreal Biosphere,has Style,Style,Futuristic,12
Precedents,Montreal Biosphere,serves as a ,Programme,Museum,5
Precedents,Montreal Biosphere,is built using,Material,Acrylic,11
Precedents,Montreal Biosphere,is built using,Material,Steel,8
Precedents,Montreal Biosphere,has Attribute,Attribute,membrane,12
Precedents,Montreal Biosphere,has Principle,Principle,fragmentation,5
Precedents,Montreal Biosphere,has Principle,Principle,nakedness,15
Precedents,Montreal Biosphere,relates to,Sub-Aspects,Structure: Space Frame,12
Precedents,MoPOP,is designed by,Architect, Frank Gehry,5
Precedents,MoPOP,is designed/built in,Year,2000,5
Precedents,MoPOP,is located in,Location,United States,10
Precedents,MoPOP,has Style,Style,Deconstructivism,13
Precedents,MoPOP,serves as a ,Programme,Museum,6
Precedents,MoPOP,is built using,Material,Aluminium,6
Precedents,MoPOP,is built using,Material,Steel,10
Precedents,MoPOP,has Attribute,Attribute,textures,6
Precedents,MoPOP,has Attribute,Attribute,colours,9
Precedents,MoPOP,has Attribute,Attribute,energy,12
Precedents,MoPOP,has Principle,Principle,fluidity,15
Precedents,MoPOP,has Principle,Principle,evolving,6
Precedents,MoPOP,relates to,Sub-Aspects,Operation: Crumple,7
Precedents,Munich Olympic Stadium,is designed by,Architect,Behnisch & Partner,7
Precedents,Munich Olympic Stadium,is designed by,Architect,Frei Otto,10
Precedents,Munich Olympic Stadium,is designed by,Architect,"Leonhardt, Andrä und Partner",12
Precedents,Munich Olympic Stadium,is designed/built in,Year,1972,15
Precedents,Munich Olympic Stadium,is located in,Location,Germany,10
Precedents,Munich Olympic Stadium,has Style,Style,Modern,12
Precedents,Munich Olympic Stadium,serves as a ,Programme,Stadium,5
Precedents,Munich Olympic Stadium,is built using,Material,Acrylic,9
Precedents,Munich Olympic Stadium,is built using,Material,Steel,14
Precedents,Munich Olympic Stadium,has Attribute,Attribute,canopy,5
Precedents,Munich Olympic Stadium,has Attribute,Attribute,lightweight,15
Precedents,Munich Olympic Stadium,relates to,Sub-Aspects,Structure: Tensile,13
Precedents,Munich Olympic Stadium,relates to,Sub-Aspects,Operation: Pull,7
Precedents,National Aquatics Center Beijing,is designed by,Architect,PTW Architects,9
Precedents,National Aquatics Center Beijing,is designed by,Architect,CSCEC & DESIGN,9
Precedents,National Aquatics Center Beijing,is designed/built in,Year,2007,6
Precedents,National Aquatics Center Beijing,is located in,Location,China,6
Precedents,National Aquatics Center Beijing,has Style,Style,Deconstructivism,14
Precedents,National Aquatics Center Beijing,serves as a ,Programme,Stadium,13
Precedents,National Aquatics Center Beijing,is built using,Material,ETFE,15
Precedents,National Aquatics Center Beijing,has Attribute,Attribute,green,5
Precedents,National Aquatics Center Beijing,has Attribute,Attribute,slicing,12
Precedents,National Aquatics Center Beijing,has Principle,Principle,irregular,8
Precedents,National Aquatics Center Beijing,has Principle,Principle,organic,6
Precedents,National Aquatics Center Beijing,relates to,Sub-Aspects,Structure: Space Frame,11
Precedents,National Aquatics Center Beijing,relates to,Sub-Aspects,Operation: Inflate,6
Precedents,Villa Savoye,is designed by,Architect,Le Corbusier,5
Precedents,Villa Savoye,is designed/built in,Year,1929,6
Precedents,Villa Savoye,is located in,Location,France,7
Precedents,Villa Savoye,has Style,Style,International,5
Precedents,Villa Savoye,serves as a ,Programme,Residence,10
Precedents,Villa Savoye,is built using,Material,Glass,15
Precedents,Villa Savoye,is built using,Material,Concrete,9
Precedents,Villa Savoye,is built using,Material,Steel,7
Precedents,Villa Savoye,has Attribute,Attribute,open-plan,11
Precedents,Villa Savoye,has Attribute,Attribute,architectural promenade,14
Precedents,Villa Savoye,has Attribute,Attribute,adjoined units,11
Precedents,Villa Savoye,has Attribute,Attribute,structural fields,14
Precedents,Villa Savoye,has Attribute,Attribute,squares,6
Precedents,Villa Savoye,has Attribute,Attribute,four-square,13
Precedents,Villa Savoye,has Attribute,Attribute,meander,14
Precedents,Villa Savoye,has Principle,Principle,mechanistic,13
Precedents,Villa Savoye,has Principle,Principle,machine for living,5
Precedents,Villa Savoye,has Principle,Principle,efficiency,8
Precedents,Villa Savoye,has Principle,Principle,Five Points of Architecture,6
Precedents,Villa Savoye,has Principle,Principle,minimalist,10
Precedents,Villa Savoye,has Principle,Principle,spatial interplay,10
Precedents,Villa Savoye,has Principle,Principle,open-plan,9
Precedents,Villa Savoye,has Principle,Principle,monumentality,7
Precedents,Villa Savoye,has Principle,Principle,proportional plan to section relationships,14
Precedents,Villa Savoye,has Principle,Principle,subtraction,5
Precedents,Villa Savoye,has Principle,Principle,bounded frame,9
Precedents,Villa Savoye,has Principle,Principle,positive-negative balance line,11
Precedents,Villa Savoye,relates to,Sub-Aspects,Structure: Columns,9
Precedents,National Museum of Qatar,is designed by,Architect,Jean Nouvel,6
Precedents,National Museum of Qatar,is designed/built in,Year,2019,14
Precedents,National Museum of Qatar,is located in,Location,Qatar,12
Precedents,National Museum of Qatar,has Style,Style,Contemporary,14
Precedents,National Museum of Qatar,serves as a ,Programme,Museum,6
Precedents,National Museum of Qatar,is built using,Material,Concrete,14
Precedents,National Museum of Qatar,is built using,Material,Stone,13
Precedents,National Museum of Qatar,has Attribute,Attribute,undulating,12
Precedents,National Museum of Qatar,has Principle,Principle,interlocking,7
Precedents,National Museum of Qatar,has Principle,Principle,monochromatic,13
Precedents,National Museum of Qatar,has Principle,Principle,neutral,5
Precedents,National Museum of Qatar,relates to,Sub-Aspects,Operation: Slot,10
Precedents,New Museum,is designed by,Architect,SANAA,5
Precedents,New Museum,is designed/built in,Year,1977,15
Precedents,New Museum,is located in,Location,United States,10
Precedents,New Museum,has Style,Style,Modern,10
Precedents,New Museum,serves as a ,Programme,Museum,6
Precedents,New Museum,is built using,Material,Aluminium,7
Precedents,New Museum,has Attribute,Attribute,cubes,12
Precedents,New Museum,has Attribute,Attribute,natural light,10
Precedents,New Museum,has Attribute,Attribute,clean,8
Precedents,New Museum,has Attribute,Attribute,light,5
Precedents,New Museum,has Attribute,Attribute,elegant,6
Precedents,New Museum,has Attribute,Attribute,semi-transparent,9
Precedents,New Museum,has Principle,Principle,dynamicity,9
Precedents,New Museum,has Principle,Principle,shifting,12
Precedents,New Museum,relates to,Sub-Aspects,Circulation: Vertical,10
Precedents,Phillips Exeter Academy Library,is designed by,Architect,Louis Kahn,8
Precedents,Phillips Exeter Academy Library,is designed/built in,Year,1972,10
Precedents,Phillips Exeter Academy Library,is located in,Location,United States,12
Precedents,Phillips Exeter Academy Library,has Style,Style,Modern,9
Precedents,Phillips Exeter Academy Library,serves as a ,Programme,Library,8
Precedents,Phillips Exeter Academy Library,is built using,Material,Wood,12
Precedents,Phillips Exeter Academy Library,is built using,Material,Concrete,15
Precedents,Phillips Exeter Academy Library,is built using,Material,Brick,9
Precedents,Phillips Exeter Academy Library,is built using,Material,Stone,6
Precedents,Phillips Exeter Academy Library,is built using,Material,Slate,9
Precedents,Phillips Exeter Academy Library,has Attribute,Attribute,natural light,9
Precedents,Phillips Exeter Academy Library,has Attribute,Attribute,terrace,6
Precedents,Phillips Exeter Academy Library,has Attribute,Attribute,clerestory windows,11
Precedents,Phillips Exeter Academy Library,has Principle,Principle,punctured,13
Precedents,Phillips Exeter Academy Library,relates to,Sub-Aspects,Circulation: Radial,9
Precedents,Poly Grand Theater,is designed by,Architect,Tadao Ando Architect & Associates,7
Precedents,Poly Grand Theater,is designed/built in,Year,2014,9
Precedents,Poly Grand Theater,is located in,Location,China,14
Precedents,Poly Grand Theater,has Style,Style,Contemporary,15
Precedents,Poly Grand Theater,serves as a ,Programme,Concert Hall / Theatre,12
Precedents,Poly Grand Theater,is built using,Material,Concrete,12
Precedents,Poly Grand Theater,is built using,Material,Glass,11
Precedents,Poly Grand Theater,is built using,Material,Aluminium,5
Precedents,Poly Grand Theater,has Attribute,Attribute,openings,10
Precedents,Poly Grand Theater,has Principle,Principle,playfulness,10
Precedents,Poly Grand Theater,has Principle,Principle,carved,8
Precedents,Poly Grand Theater,has Principle,Principle,contrast,5
Precedents,Poly Grand Theater,has Principle,Principle,serenity,5
Precedents,Poly Grand Theater,relates to,Sub-Aspects,Operation: Subtract,6
Precedents,Punta Della Dogana,is designed by,Architect,Tadao Ando Architect & Associates,10
Precedents,Punta Della Dogana,is designed/built in,Year,2009,6
Precedents,Punta Della Dogana,is located in,Location,Italy,11
Precedents,Punta Della Dogana,has Style,Style,Critical regionalism,5
Precedents,Punta Della Dogana,has Style,Style,Baroque,14
Precedents,Punta Della Dogana,serves as a ,Programme,Museum,14
Precedents,Punta Della Dogana,is built using,Material,Brick,14
Precedents,Punta Della Dogana,is built using,Material,Plaster,6
Precedents,Punta Della Dogana,is built using,Material,Wood,8
Precedents,Punta Della Dogana,has Attribute,Attribute,protective shell,15
Precedents,Punta Della Dogana,has Attribute,Attribute,skylight,8
Precedents,Punta Della Dogana,has Attribute,Attribute,natural light,11
Precedents,Punta Della Dogana,has Principle,Principle,simple,10
Precedents,Punta Della Dogana,has Principle,Principle,rational,6
Precedents,Punta Della Dogana,has Principle,Principle,emblematic,13
Precedents,Punta Della Dogana,has Principle,Principle,conservation,9
Precedents,Punta Della Dogana,has Principle,Principle,juxtaposition,9
Precedents,Punta Della Dogana,relates to,Sub-Aspects,"Site: Heritage0.3755126495926344
",7
Precedents,Rietveld-Schroeder House,is designed by,Architect,Gerrit Rietveld,8
Precedents,Rietveld-Schroeder House,is designed/built in,Year,1925,13
Precedents,Rietveld-Schroeder House,is located in,Location,The Netherlands,7
Precedents,Rietveld-Schroeder House,has Style,Style,Modern,7
Precedents,Rietveld-Schroeder House,serves as a ,Programme,Residence,15
Precedents,Rietveld-Schroeder House,is built using,Material,Concrete,5
Precedents,Rietveld-Schroeder House,is built using,Material,Steel,15
Precedents,Rietveld-Schroeder House,is built using,Material,Brick,7
Precedents,Rietveld-Schroeder House,is built using,Material,Plaster,12
Precedents,Rietveld-Schroeder House,is built using,Material,Wood,7
Precedents,Rietveld-Schroeder House,has Attribute,Attribute,flexible interior spaces,7
Precedents,Rietveld-Schroeder House,has Attribute,Attribute,portable partitions,12
Precedents,Rietveld-Schroeder House,has Attribute,Attribute,collapsable walls,14
Precedents,Rietveld-Schroeder House,has Attribute,Attribute,central staircase,8
Precedents,Rietveld-Schroeder House,has Attribute,Attribute,paint,5
Precedents,Rietveld-Schroeder House,has Principle,Principle,visionary,7
Precedents,Rietveld-Schroeder House,has Principle,Principle,eccentric,6
Precedents,Rietveld-Schroeder House,has Principle,Principle,planar,10
Precedents,Rietveld-Schroeder House,has Principle,Principle,De Stijl,8
Precedents,Rietveld-Schroeder House,has Principle,Principle,primary colours,10
Precedents,Rietveld-Schroeder House,has Principle,Principle,transformable,11
Precedents,Rietveld-Schroeder House,relates to,Sub-Aspects,Operation: Add,5
Precedents,Sainsbury Center,is designed by,Architect,Foster + Partners,8
Precedents,Sainsbury Center,is designed/built in,Year,1978,11
Precedents,Sainsbury Center,is located in,Location,England,7
Precedents,Sainsbury Center,has Style,Style,High-tech,11
Precedents,Sainsbury Center,serves as a ,Programme,Gallery,6
Precedents,Sainsbury Center,serves as a ,Programme,Museum,14
Precedents,Sainsbury Center,is built using,Material,Steel,12
Precedents,Sainsbury Center,is built using,Material,Aluminium,11
Precedents,Sainsbury Center,has Attribute,Attribute,flexible enclosure,14
Precedents,Sainsbury Center,has Attribute,Attribute,universal space,15
Precedents,Sainsbury Center,has Attribute,Attribute,free-flowing spaces,5
Precedents,Sainsbury Center,has Attribute,Attribute,open-plan,7
Precedents,Sainsbury Center,has Attribute,Attribute,portable partitions,8
Precedents,Sainsbury Center,has Attribute,Attribute,double skin,5
Precedents,Sainsbury Center,has Attribute,Attribute,prefabricated,11
Precedents,Sainsbury Center,has Principle,Principle,open-plan,5
Precedents,Sainsbury Center,has Principle,Principle,uncluttered,12
Precedents,Sainsbury Center,relates to,Sub-Aspects,Structure: Space Frame,5
Precedents,Samuel Freeman House,is designed by,Architect,Frank Lloyd Wright,9
Precedents,Samuel Freeman House,is designed/built in,Year,1922,13
Precedents,Samuel Freeman House,is located in,Location,United States,7
Precedents,Samuel Freeman House,has Style,Style,Modern ,7
Precedents,Samuel Freeman House,serves as a ,Programme,Residence,13
Precedents,Samuel Freeman House,is built using,Material,Wood,11
Precedents,Samuel Freeman House,is built using,Material,Concrete,9
Precedents,Samuel Freeman House,is built using,Material,Textile-block,15
Precedents,Samuel Freeman House,has Attribute,Attribute,textile-block,5
Precedents,Samuel Freeman House,relates to,Sub-Aspects,Ordering Principle: Transformation,11
Precedents,Sharp Centre for Design,is designed by,Architect,Alsop Architects,7
Precedents,Sharp Centre for Design,is designed/built in,Year,2014,15
Precedents,Sharp Centre for Design,is located in,Location,Canada,14
Precedents,Sharp Centre for Design,has Style,Style,Contemporary,7
Precedents,Sharp Centre for Design,serves as a ,Programme,Education Institution,6
Precedents,Sharp Centre for Design,is built using,Material,Steel,7
Precedents,Sharp Centre for Design,is built using,Material,Aluminium,14
Precedents,Sharp Centre for Design,has Attribute,Attribute,public plaza,6
Precedents,Sharp Centre for Design,has Attribute,Attribute,box,11
Precedents,Sharp Centre for Design,has Principle,Principle,suspended,11
Precedents,Sharp Centre for Design,has Principle,Principle,conventional,8
Precedents,Sharp Centre for Design,has Principle,Principle,views,6
Precedents,Sharp Centre for Design,relates to,Sub-Aspects,Operation: Add,15
Precedents,Sher-e-bangla Nagar,is designed by,Architect,Louis Kahn,7
Precedents,Sher-e-bangla Nagar,is designed/built in,Year,1963,6
Precedents,Sher-e-bangla Nagar,is located in,Location,Bangladesh,7
Precedents,Sher-e-bangla Nagar,has Style,Style,International,12
Precedents,Sher-e-bangla Nagar,has Style,Style,Postmodern,13
Precedents,Sher-e-bangla Nagar,has Style,Style,Critical Regionalism,9
Precedents,Sher-e-bangla Nagar,serves as a ,Programme,Civic Building,12
Precedents,Sher-e-bangla Nagar,is built using,Material,Concrete,13
Precedents,Sher-e-bangla Nagar,has Attribute,Attribute,perforations ,11
Precedents,Sher-e-bangla Nagar,has Attribute,Attribute,cavernous,9
Precedents,Sher-e-bangla Nagar,has Principle,Principle,miniature city,8
Precedents,Sher-e-bangla Nagar,has Principle,Principle,rectilinear,9
Precedents,Sher-e-bangla Nagar,has Principle,Principle,diagonal,8
Precedents,Sher-e-bangla Nagar,has Principle,Principle,orthogonal,13
Precedents,Sher-e-bangla Nagar,has Principle,Principle,concavity,11
Precedents,Sher-e-bangla Nagar,has Principle,Principle,convexity,5
Precedents,Sher-e-bangla Nagar,relates to,Sub-Aspects,Circulation: Radial,8
Precedents,"Social Science Research Centre, Germany",is designed by,Architect,James Stirling,12
Precedents,"Social Science Research Centre, Germany",is designed by,Architect,Michael Wilford,12
Precedents,"Social Science Research Centre, Germany",is designed/built in,Year,1988,15
Precedents,"Social Science Research Centre, Germany",is located in,Location,Germany,6
Precedents,"Social Science Research Centre, Germany",has Style,Style,Postmodern,13
Precedents,"Social Science Research Centre, Germany",serves as a ,Programme,Institute,9
Precedents,"Social Science Research Centre, Germany",is built using,Material,Concrete,14
Precedents,"Social Science Research Centre, Germany",is built using,Material,Ceramic,11
Precedents,"Social Science Research Centre, Germany",has Attribute,Attribute,non-bureaucratic ,14
Precedents,"Social Science Research Centre, Germany",has Attribute,Attribute,hexgonal campanile,9
Precedents,"Social Science Research Centre, Germany",has Attribute,Attribute,axes,15
Precedents,"Social Science Research Centre, Germany",has Principle,Principle,friendly,11
Precedents,"Social Science Research Centre, Germany",relates to,Sub-Aspects,Ordering Principle: Datum,8
Precedents,Starhill Gallery,is designed by,Architect,Spark Architects,15
Precedents,Starhill Gallery,is designed/built in,Year,1996,13
Precedents,Starhill Gallery,is located in,Location,Malaysia,5
Precedents,Starhill Gallery,has Style,Style,Modern,14
Precedents,Starhill Gallery,serves as a ,Programme,Retail,15
Precedents,Starhill Gallery,is built using,Material,Glass,8
Precedents,Starhill Gallery,is built using,Material,Steel,8
